,Date,Team,2007,Last 3,Last 1,Home,Away,2006,Current,Previous
1609,2007-05-30,Chi Cubs,,0.000,0.000,0.444,0.478,,0.463,1.000
1610,2007-05-30,Toronto,,0.667,1.000,0.563,0.375,,0.450,0.000
1611,2007-05-30,Baltimore,,1.000,1.000,0.550,0.316,,0.436,--
1612,2007-05-30,Kansas City,,0.000,0.000,0.360,0.533,,0.425,--
1613,2007-05-30,Tampa Bay,,0.667,0.000,0.478,0.286,,0.405,--
1614,2007-05-30,Washington,,0.333,0.000,0.450,0.364,,0.405,--
1615,2007-05-30,NY Yankees,,0.000,0.000,0.474,0.278,,0.378,--
1616,2007-05-30,St. Louis,,0.000,0.000,0.526,0.238,,0.375,0.000
1617,2007-05-30,Houston,,0.000,0.000,0.450,0.304,,0.372,--
1618,2007-05-30,Cincinnati,,0.667,1.000,0.333,0.368,,0.349,1.000
1619,2007-05-30,Texas,,0.333,1.000,0.400,0.286,,0.342,--
1620,2007-05-31,LA Angels,,0.667,1.000,0.750,0.650,,0.705,--
1621,2007-05-31,Boston,,0.667,0.000,0.632,0.700,,0.667,--
1622,2007-05-31,Cleveland,,0.333,1.000,0.867,0.536,,0.651,--
1623,2007-05-31,NY Mets,,0.667,0.000,0.565,0.714,,0.636,--
1624,2007-05-31,San Diego,,0.667,1.000,0.682,0.500,,0.595,0.000
1625,2007-05-31,Arizona,,1.000,1.000,0.650,0.520,,0.578,--
1626,2007-05-31,LA Dodgers,,1.000,1.000,0.619,0.524,,0.571,--
1627,2007-05-31,Detroit,,0.333,0.000,0.565,0.563,,0.564,--
1628,2007-05-31,Atlanta,,0.667,1.000,0.526,0.583,,0.558,1.000
1629,2007-05-31,Milwaukee,,0.333,0.000,0.680,0.368,,0.546,--
1630,2007-05-31,Miami,,1.000,1.000,0.478,0.591,,0.533,--
1631,2007-05-31,Seattle,,0.333,0.000,0.556,0.500,,0.524,--
1632,2007-05-31,Philadelphia,,0.000,0.000,0.522,0.520,,0.521,0.000
1633,2007-05-31,Minnesota,,1.000,1.000,0.524,0.500,,0.512,1.000
1634,2007-05-31,SF Giants,,0.333,1.000,0.560,0.444,,0.512,--
1635,2007-05-31,Chi Sox,,0.000,0.000,0.500,0.474,,0.487,--
1636,2007-05-31,Oakland,,0.667,1.000,0.474,0.478,,0.476,--
1637,2007-05-31,Colorado,,0.667,0.000,0.435,0.500,,0.465,--
1638,2007-05-31,Pittsburgh,,0.333,0.000,0.476,0.435,,0.455,--
1639,2007-05-31,Chi Cubs,,0.000,0.000,0.421,0.478,,0.452,1.000
1640,2007-05-31,Baltimore,,1.000,1.000,0.550,0.350,,0.450,--
1641,2007-05-31,Toronto,,0.667,0.000,0.529,0.375,,0.439,0.000
1642,2007-05-31,Tampa Bay,,0.667,1.000,0.500,0.286,,0.421,--
1643,2007-05-31,Kansas City,,0.000,0.000,0.346,0.533,,0.415,--
1644,2007-05-31,Washington,,0.333,0.000,0.429,0.364,,0.395,--
1645,2007-05-31,NY Yankees,,0.333,1.000,0.474,0.316,,0.395,--
1646,2007-05-31,St. Louis,,0.333,1.000,0.526,0.273,,0.390,0.000
1647,2007-05-31,Houston,,0.000,0.000,0.429,0.304,,0.364,--
1648,2007-05-31,Cincinnati,,1.000,1.000,0.333,0.400,,0.364,1.000
1649,2007-05-31,Texas,,0.333,0.000,0.400,0.273,,0.333,--
1650,2007-06-01,LA Angels,,0.667,0.000,0.720,0.650,,0.689,--
1651,2007-06-01,Boston,,0.667,0.000,0.632,0.700,,0.667,--
1652,2007-06-01,Cleveland,,0.667,1.000,0.875,0.536,,0.659,--
1653,2007-06-01,NY Mets,,0.667,1.000,0.583,0.714,,0.644,--
1654,2007-06-01,San Diego,,0.667,1.000,0.682,0.524,,0.605,0.000
1655,2007-06-01,Arizona,,1.000,1.000,0.650,0.520,,0.578,--
1656,2007-06-01,LA Dodgers,,0.667,0.000,0.619,0.500,,0.558,--
1657,2007-06-01,Atlanta,,0.667,1.000,0.526,0.583,,0.558,1.000
1658,2007-06-01,Milwaukee,,0.667,1.000,0.692,0.368,,0.556,--
1659,2007-06-01,Detroit,,0.333,0.000,0.565,0.529,,0.550,--
1660,2007-06-01,Seattle,,0.333,1.000,0.579,0.500,,0.535,--
1661,2007-06-01,Miami,,0.667,0.000,0.478,0.565,,0.522,--
1662,2007-06-01,Philadelphia,,0.000,0.000,0.522,0.520,,0.521,0.000
1663,2007-06-01,Minnesota,,1.000,1.000,0.524,0.500,,0.512,1.000
1664,2007-06-01,SF Giants,,0.333,0.000,0.560,0.421,,0.500,--
1665,2007-06-01,Oakland,,0.667,1.000,0.474,0.478,,0.476,--
1666,2007-06-01,Chi Sox,,0.000,0.000,0.500,0.450,,0.474,--
1667,2007-06-01,Baltimore,,1.000,1.000,0.550,0.381,,0.463,--
1668,2007-06-01,Colorado,,0.333,0.000,0.417,0.500,,0.455,--
1669,2007-06-01,Toronto,,0.667,1.000,0.556,0.375,,0.452,0.000
1670,2007-06-01,Chi Cubs,,0.000,0.000,0.421,0.478,,0.452,1.000
1671,2007-06-01,Pittsburgh,,0.333,0.000,0.455,0.435,,0.444,--
1672,2007-06-01,Tampa Bay,,0.667,1.000,0.500,0.286,,0.421,--
1673,2007-06-01,Kansas City,,0.000,0.000,0.346,0.533,,0.415,--
1674,2007-06-01,Washington,,0.333,1.000,0.455,0.364,,0.409,--
1675,2007-06-01,St. Louis,,0.667,1.000,0.526,0.304,,0.405,0.000
1676,2007-06-01,NY Yankees,,0.333,1.000,0.474,0.316,,0.395,--
1677,2007-06-01,Houston,,0.333,1.000,0.455,0.304,,0.378,--
1678,2007-06-01,Cincinnati,,0.667,0.000,0.333,0.381,,0.356,1.000
1679,2007-06-01,Texas,,0.333,0.000,0.400,0.261,,0.326,--
1680,2007-06-02,LA Angels,,0.667,1.000,0.731,0.650,,0.696,--
1681,2007-06-02,Cleveland,,1.000,1.000,0.882,0.536,,0.667,--
1682,2007-06-02,Boston,,0.333,0.000,0.600,0.700,,0.650,--
1683,2007-06-02,NY Mets,,0.333,0.000,0.560,0.714,,0.630,--
1684,2007-06-02,San Diego,,0.667,0.000,0.682,0.500,,0.591,0.000
1685,2007-06-02,Arizona,,1.000,1.000,0.650,0.539,,0.587,--
1686,2007-06-02,LA Dodgers,,0.667,1.000,0.619,0.522,,0.568,--
1687,2007-06-02,Atlanta,,0.667,1.000,0.526,0.600,,0.568,1.000
1688,2007-06-02,Milwaukee,,0.667,1.000,0.704,0.368,,0.565,--
1689,2007-06-02,Detroit,,0.000,0.000,0.565,0.500,,0.537,--
1690,2007-06-02,Minnesota,,1.000,1.000,0.524,0.524,,0.524,1.000
1691,2007-06-02,Seattle,,0.333,0.000,0.550,0.500,,0.523,--
1692,2007-06-02,SF Giants,,0.667,1.000,0.560,0.450,,0.511,--
1693,2007-06-02,Miami,,0.333,0.000,0.478,0.542,,0.511,--
1694,2007-06-02,Philadelphia,,0.000,0.000,0.500,0.520,,0.510,0.000
1695,2007-06-02,Chi Sox,,0.333,1.000,0.500,0.476,,0.487,--
1696,2007-06-02,Oakland,,0.333,0.000,0.450,0.478,,0.465,--
1697,2007-06-02,Baltimore,,0.667,0.000,0.550,0.364,,0.452,--
1698,2007-06-02,Colorado,,0.000,0.000,0.400,0.500,,0.444,--
1699,2007-06-02,Toronto,,0.333,0.000,0.526,0.375,,0.442,0.000
1700,2007-06-02,Chi Cubs,,0.000,0.000,0.400,0.478,,0.442,1.000
1701,2007-06-02,Pittsburgh,,0.000,0.000,0.435,0.435,,0.435,--
1702,2007-06-02,Kansas City,,0.333,1.000,0.346,0.563,,0.429,--
1703,2007-06-02,Washington,,0.667,1.000,0.478,0.364,,0.422,--
1704,2007-06-02,St. Louis,,1.000,1.000,0.526,0.333,,0.419,0.000
1705,2007-06-02,NY Yankees,,0.667,1.000,0.474,0.350,,0.410,--
1706,2007-06-02,Tampa Bay,,0.333,0.000,0.480,0.286,,0.410,--
1707,2007-06-02,Cincinnati,,0.667,1.000,0.333,0.409,,0.370,1.000
1708,2007-06-02,Houston,,0.333,0.000,0.435,0.304,,0.370,--
1709,2007-06-02,Texas,,0.333,1.000,0.400,0.292,,0.341,--
1710,2007-06-03,LA Angels,,0.667,1.000,0.741,0.650,,0.702,--
1711,2007-06-03,Boston,,0.333,1.000,0.619,0.700,,0.659,--
1712,2007-06-03,Cleveland,,0.667,0.000,0.833,0.536,,0.652,--
1713,2007-06-03,NY Mets,,0.667,1.000,0.577,0.714,,0.638,--
1714,2007-06-03,San Diego,,0.667,1.000,0.682,0.522,,0.600,0.000
1715,2007-06-03,Atlanta,,1.000,1.000,0.526,0.615,,0.578,1.000
1716,2007-06-03,Arizona,,0.667,0.000,0.650,0.519,,0.575,--
1717,2007-06-03,LA Dodgers,,0.333,0.000,0.619,0.500,,0.556,--
1718,2007-06-03,Milwaukee,,0.667,0.000,0.679,0.368,,0.553,--
1719,2007-06-03,Detroit,,0.333,1.000,0.565,0.526,,0.548,--
1720,2007-06-03,Seattle,,0.667,1.000,0.571,0.500,,0.533,--
1721,2007-06-03,Miami,,0.333,1.000,0.478,0.560,,0.521,--
1722,2007-06-03,Philadelphia,,0.333,1.000,0.520,0.520,,0.520,0.000
1723,2007-06-03,Minnesota,,0.667,0.000,0.524,0.500,,0.512,1.000
1724,2007-06-03,SF Giants,,0.333,0.000,0.560,0.429,,0.500,--
1725,2007-06-03,Oakland,,0.667,1.000,0.476,0.478,,0.477,--
1726,2007-06-03,Chi Sox,,0.333,0.000,0.500,0.455,,0.475,--
1727,2007-06-03,Colorado,,0.333,1.000,0.423,0.500,,0.457,--
1728,2007-06-03,Toronto,,0.667,1.000,0.550,0.375,,0.455,0.000
1729,2007-06-03,Pittsburgh,,0.333,1.000,0.458,0.435,,0.447,--
1730,2007-06-03,Kansas City,,0.667,1.000,0.346,0.588,,0.442,--
1731,2007-06-03,Baltimore,,0.333,0.000,0.550,0.348,,0.442,--
1732,2007-06-03,Chi Cubs,,0.000,0.000,0.381,0.478,,0.432,1.000
1733,2007-06-03,Washington,,0.667,0.000,0.458,0.364,,0.413,--
1734,2007-06-03,St. Louis,,0.667,0.000,0.526,0.320,,0.409,0.000
1735,2007-06-03,NY Yankees,,0.667,0.000,0.474,0.333,,0.400,--
1736,2007-06-03,Tampa Bay,,0.333,0.000,0.462,0.286,,0.400,--
1737,2007-06-03,Houston,,0.667,1.000,0.458,0.304,,0.383,--
1738,2007-06-03,Cincinnati,,0.333,0.000,0.333,0.391,,0.362,1.000
1739,2007-06-03,Texas,,0.333,0.000,0.400,0.280,,0.333,--
1740,2007-06-04,LA Angels,,1.000,1.000,0.750,0.650,,0.708,--
1741,2007-06-04,Boston,,0.333,0.000,0.591,0.700,,0.643,--
1742,2007-06-04,Cleveland,,0.333,0.000,0.790,0.536,,0.638,--
1743,2007-06-04,NY Mets,,0.333,0.000,0.556,0.714,,0.625,--
1744,2007-06-04,San Diego,,0.667,1.000,0.682,0.542,,0.609,0.000
1745,2007-06-04,Arizona,,0.667,1.000,0.650,0.536,,0.583,--
1746,2007-06-04,LA Dodgers,,0.667,1.000,0.619,0.520,,0.565,--
1747,2007-06-04,Atlanta,,0.667,0.000,0.526,0.593,,0.565,1.000
1748,2007-06-04,Milwaukee,,0.667,1.000,0.690,0.368,,0.563,--
1749,2007-06-04,Detroit,,0.667,1.000,0.565,0.550,,0.558,--
1750,2007-06-04,Seattle,,0.667,1.000,0.591,0.500,,0.544,--
1751,2007-06-04,Philadelphia,,0.667,1.000,0.539,0.520,,0.529,0.000
1752,2007-06-04,Miami,,0.333,0.000,0.478,0.539,,0.510,--
1753,2007-06-04,Minnesota,,0.333,0.000,0.524,0.478,,0.500,1.000
1754,2007-06-04,SF Giants,,0.333,0.000,0.560,0.409,,0.489,--
1755,2007-06-04,Oakland,,0.667,1.000,0.500,0.478,,0.489,--
1756,2007-06-04,Colorado,,0.667,1.000,0.444,0.500,,0.468,--
1757,2007-06-04,Toronto,,0.667,1.000,0.571,0.375,,0.467,0.000
1758,2007-06-04,Chi Sox,,0.333,0.000,0.500,0.435,,0.463,--
1759,2007-06-04,Chi Cubs,,0.333,1.000,0.409,0.478,,0.444,1.000
1760,2007-06-04,Pittsburgh,,0.333,0.000,0.440,0.435,,0.438,--
1761,2007-06-04,Baltimore,,0.000,0.000,0.550,0.333,,0.432,--
1762,2007-06-04,Kansas City,,0.667,0.000,0.346,0.556,,0.432,--
1763,2007-06-04,St. Louis,,0.667,1.000,0.526,0.346,,0.422,0.000
1764,2007-06-04,NY Yankees,,0.667,1.000,0.474,0.364,,0.415,--
1765,2007-06-04,Tampa Bay,,0.333,1.000,0.482,0.286,,0.415,--
1766,2007-06-04,Washington,,0.333,0.000,0.440,0.364,,0.404,--
1767,2007-06-04,Houston,,0.333,0.000,0.440,0.304,,0.375,--
1768,2007-06-04,Cincinnati,,0.333,0.000,0.333,0.375,,0.354,1.000
1769,2007-06-04,Texas,,0.333,0.000,0.400,0.269,,0.326,--
1770,2007-06-05,LA Angels,,1.000,1.000,0.759,0.650,,0.714,--
1771,2007-06-05,Cleveland,,0.333,0.000,0.790,0.536,,0.638,--
1772,2007-06-05,Boston,,0.333,0.000,0.591,0.667,,0.628,--
1773,2007-06-05,NY Mets,,0.333,0.000,0.556,0.714,,0.625,--
1774,2007-06-05,San Diego,,0.667,1.000,0.682,0.542,,0.609,0.000
1775,2007-06-05,Arizona,,0.667,1.000,0.650,0.536,,0.583,--
1776,2007-06-05,LA Dodgers,,0.667,1.000,0.619,0.539,,0.575,--
1777,2007-06-05,Detroit,,0.667,1.000,0.565,0.550,,0.558,--
1778,2007-06-05,Atlanta,,0.333,0.000,0.500,0.593,,0.553,1.000
1779,2007-06-05,Seattle,,1.000,1.000,0.609,0.500,,0.553,--
1780,2007-06-05,Milwaukee,,0.333,0.000,0.667,0.368,,0.551,--
1781,2007-06-05,Miami,,0.667,1.000,0.478,0.556,,0.520,--
1782,2007-06-05,Philadelphia,,0.667,0.000,0.519,0.520,,0.519,0.000
1783,2007-06-05,Oakland,,1.000,1.000,0.522,0.478,,0.500,--
1784,2007-06-05,SF Giants,,0.333,1.000,0.560,0.435,,0.500,--
1785,2007-06-05,Minnesota,,0.000,0.000,0.524,0.458,,0.489,1.000
1786,2007-06-05,Chi Sox,,0.333,1.000,0.526,0.435,,0.476,--
1787,2007-06-05,Colorado,,0.667,1.000,0.444,0.500,,0.468,--
1788,2007-06-05,Toronto,,0.667,1.000,0.571,0.375,,0.467,0.000
1789,2007-06-05,Chi Cubs,,0.667,1.000,0.409,0.500,,0.457,1.000
1790,2007-06-05,Pittsburgh,,0.333,0.000,0.423,0.435,,0.429,--
1791,2007-06-05,Tampa Bay,,0.667,1.000,0.500,0.286,,0.429,--
1792,2007-06-05,Kansas City,,0.333,0.000,0.346,0.526,,0.422,--
1793,2007-06-05,St. Louis,,0.667,1.000,0.526,0.346,,0.422,0.000
1794,2007-06-05,Baltimore,,0.000,0.000,0.550,0.320,,0.422,--
1795,2007-06-05,NY Yankees,,0.333,0.000,0.474,0.348,,0.405,--
1796,2007-06-05,Washington,,0.333,0.000,0.440,0.364,,0.404,--
1797,2007-06-05,Houston,,0.333,0.000,0.440,0.304,,0.375,--
1798,2007-06-05,Cincinnati,,0.333,0.000,0.333,0.375,,0.354,1.000
1799,2007-06-05,Texas,,0.333,0.000,0.400,0.269,,0.326,--
1800,2007-06-06,LA Angels,,1.000,1.000,0.767,0.650,,0.720,--
1801,2007-06-06,Cleveland,,0.333,1.000,0.800,0.536,,0.646,--
1802,2007-06-06,San Diego,,1.000,1.000,0.696,0.542,,0.617,0.000
1803,2007-06-06,Boston,,0.000,0.000,0.591,0.636,,0.614,--
1804,2007-06-06,NY Mets,,0.333,0.000,0.536,0.714,,0.612,--
1805,2007-06-06,Arizona,,0.667,1.000,0.667,0.536,,0.592,--
1806,2007-06-06,Atlanta,,0.333,1.000,0.524,0.593,,0.563,1.000
1807,2007-06-06,Seattle,,1.000,1.000,0.625,0.500,,0.563,--
1808,2007-06-06,LA Dodgers,,0.667,0.000,0.619,0.519,,0.563,--
1809,2007-06-06,Milwaukee,,0.667,1.000,0.677,0.368,,0.560,--
1810,2007-06-06,Detroit,,0.667,0.000,0.565,0.524,,0.546,--
1811,2007-06-06,Philadelphia,,0.667,1.000,0.519,0.539,,0.528,0.000
1812,2007-06-06,Oakland,,1.000,1.000,0.542,0.478,,0.511,--
1813,2007-06-06,Miami,,0.333,0.000,0.478,0.536,,0.510,--
1814,2007-06-06,SF Giants,,0.333,0.000,0.560,0.417,,0.490,--
1815,2007-06-06,Minnesota,,0.000,0.000,0.524,0.440,,0.478,1.000
1816,2007-06-06,Toronto,,1.000,1.000,0.591,0.375,,0.478,0.000
1817,2007-06-06,Chi Sox,,0.333,0.000,0.500,0.435,,0.465,--
1818,2007-06-06,Colorado,,0.667,0.000,0.429,0.500,,0.458,--
1819,2007-06-06,Chi Cubs,,0.667,0.000,0.409,0.480,,0.447,1.000
1820,2007-06-06,Pittsburgh,,0.333,1.000,0.423,0.458,,0.440,--
1821,2007-06-06,St. Louis,,0.667,1.000,0.550,0.346,,0.435,0.000
1822,2007-06-06,Tampa Bay,,0.667,0.000,0.500,0.267,,0.419,--
1823,2007-06-06,NY Yankees,,0.667,1.000,0.474,0.375,,0.419,--
1824,2007-06-06,Baltimore,,0.000,0.000,0.550,0.308,,0.413,--
1825,2007-06-06,Kansas City,,0.000,0.000,0.346,0.500,,0.413,--
1826,2007-06-06,Washington,,0.000,0.000,0.423,0.364,,0.396,--
1827,2007-06-06,Houston,,0.667,1.000,0.440,0.333,,0.388,--
1828,2007-06-06,Cincinnati,,0.000,0.000,0.333,0.360,,0.347,1.000
1829,2007-06-06,Texas,,0.333,1.000,0.429,0.269,,0.340,--
1830,2007-06-07,LA Angels,,0.667,0.000,0.742,0.650,,0.706,--
1831,2007-06-07,Cleveland,,0.333,0.000,0.762,0.536,,0.633,--
1832,2007-06-07,San Diego,,1.000,1.000,0.708,0.542,,0.625,0.000
1833,2007-06-07,NY Mets,,0.000,0.000,0.517,0.714,,0.600,--
1834,2007-06-07,Boston,,0.000,0.000,0.591,0.609,,0.600,--
1835,2007-06-07,Arizona,,1.000,1.000,0.682,0.536,,0.600,--
1836,2007-06-07,Detroit,,0.667,1.000,0.565,0.546,,0.556,--
1837,2007-06-07,LA Dodgers,,0.333,0.000,0.619,0.500,,0.551,--
1838,2007-06-07,Atlanta,,0.333,0.000,0.500,0.593,,0.551,1.000
1839,2007-06-07,Seattle,,0.667,0.000,0.600,0.500,,0.551,--
1840,2007-06-07,Milwaukee,,0.333,0.000,0.656,0.368,,0.549,--
1841,2007-06-07,Philadelphia,,0.667,1.000,0.519,0.556,,0.537,0.000
1842,2007-06-07,Oakland,,1.000,1.000,0.560,0.478,,0.521,--
1843,2007-06-07,Miami,,0.667,1.000,0.478,0.552,,0.519,--
1844,2007-06-07,Minnesota,,0.333,1.000,0.524,0.462,,0.489,1.000
1845,2007-06-07,SF Giants,,0.333,0.000,0.560,0.400,,0.480,--
1846,2007-06-07,Colorado,,0.667,1.000,0.448,0.500,,0.469,--
1847,2007-06-07,Toronto,,0.667,0.000,0.565,0.375,,0.468,0.000
1848,2007-06-07,Chi Cubs,,0.667,1.000,0.409,0.500,,0.458,1.000
1849,2007-06-07,Chi Sox,,0.333,0.000,0.476,0.435,,0.455,--
1850,2007-06-07,St. Louis,,1.000,1.000,0.571,0.346,,0.447,0.000
1851,2007-06-07,NY Yankees,,0.667,1.000,0.474,0.400,,0.432,--
1852,2007-06-07,Tampa Bay,,0.667,1.000,0.500,0.313,,0.432,--
1853,2007-06-07,Pittsburgh,,0.333,0.000,0.423,0.440,,0.431,--
1854,2007-06-07,Baltimore,,0.333,1.000,0.550,0.333,,0.426,--
1855,2007-06-07,Kansas City,,0.333,1.000,0.346,0.524,,0.426,--
1856,2007-06-07,Washington,,0.333,1.000,0.444,0.364,,0.408,--
1857,2007-06-07,Houston,,0.333,0.000,0.440,0.320,,0.380,--
1858,2007-06-07,Cincinnati,,0.000,0.000,0.333,0.346,,0.340,1.000
1859,2007-06-07,Texas,,0.333,0.000,0.409,0.269,,0.333,--
1860,2007-06-08,LA Angels,,0.667,0.000,0.742,0.650,,0.706,--
1861,2007-06-08,Cleveland,,0.667,1.000,0.773,0.536,,0.640,--
1862,2007-06-08,San Diego,,1.000,1.000,0.720,0.542,,0.633,0.000
1863,2007-06-08,Boston,,0.333,1.000,0.591,0.625,,0.609,--
1864,2007-06-08,Arizona,,0.667,0.000,0.652,0.536,,0.588,--
1865,2007-06-08,NY Mets,,0.000,0.000,0.500,0.714,,0.588,--
1866,2007-06-08,Detroit,,0.667,1.000,0.565,0.565,,0.565,--
1867,2007-06-08,Seattle,,0.667,0.000,0.600,0.500,,0.551,--
1868,2007-06-08,Milwaukee,,0.333,0.000,0.656,0.368,,0.549,--
1869,2007-06-08,Philadelphia,,1.000,1.000,0.519,0.571,,0.546,0.000
1870,2007-06-08,LA Dodgers,,0.000,0.000,0.619,0.483,,0.540,--
1871,2007-06-08,Atlanta,,0.333,0.000,0.478,0.593,,0.540,1.000
1872,2007-06-08,Miami,,0.667,1.000,0.478,0.552,,0.519,--
1873,2007-06-08,Oakland,,0.667,0.000,0.539,0.478,,0.510,--
1874,2007-06-08,SF Giants,,0.333,1.000,0.560,0.423,,0.490,--
1875,2007-06-08,Minnesota,,0.333,1.000,0.524,0.462,,0.489,1.000
1876,2007-06-08,Colorado,,0.667,1.000,0.467,0.500,,0.480,--
1877,2007-06-08,Chi Cubs,,0.667,1.000,0.409,0.519,,0.469,1.000
1878,2007-06-08,Toronto,,0.333,0.000,0.542,0.375,,0.458,0.000
1879,2007-06-08,NY Yankees,,1.000,1.000,0.474,0.423,,0.444,--
1880,2007-06-08,Tampa Bay,,0.667,1.000,0.500,0.353,,0.444,--
1881,2007-06-08,Chi Sox,,0.000,0.000,0.455,0.435,,0.444,--
1882,2007-06-08,Pittsburgh,,0.667,1.000,0.423,0.462,,0.442,--
1883,2007-06-08,St. Louis,,0.667,0.000,0.546,0.346,,0.438,0.000
1884,2007-06-08,Baltimore,,0.333,1.000,0.550,0.333,,0.426,--
1885,2007-06-08,Kansas City,,0.333,0.000,0.346,0.500,,0.417,--
1886,2007-06-08,Washington,,0.333,0.000,0.429,0.364,,0.400,--
1887,2007-06-08,Houston,,0.333,0.000,0.440,0.308,,0.373,--
1888,2007-06-08,Cincinnati,,0.333,1.000,0.333,0.370,,0.353,1.000
1889,2007-06-08,Texas,,0.333,0.000,0.391,0.269,,0.327,--
1890,2007-06-09,LA Angels,,0.667,1.000,0.742,0.667,,0.712,--
1891,2007-06-09,Cleveland,,0.333,0.000,0.773,0.517,,0.628,--
1892,2007-06-09,San Diego,,0.667,0.000,0.692,0.542,,0.620,0.000
1893,2007-06-09,Boston,,0.667,1.000,0.591,0.640,,0.617,--
1894,2007-06-09,NY Mets,,0.333,1.000,0.500,0.727,,0.596,--
1895,2007-06-09,Arizona,,0.333,0.000,0.625,0.536,,0.577,--
1896,2007-06-09,Seattle,,0.667,1.000,0.600,0.520,,0.560,--
1897,2007-06-09,Detroit,,0.667,0.000,0.542,0.565,,0.553,--
1898,2007-06-09,LA Dodgers,,0.333,1.000,0.636,0.483,,0.549,--
1899,2007-06-09,Milwaukee,,0.333,0.000,0.656,0.350,,0.539,--
1900,2007-06-09,Philadelphia,,0.667,0.000,0.519,0.552,,0.536,0.000
1901,2007-06-09,Atlanta,,0.000,0.000,0.458,0.593,,0.529,1.000
1902,2007-06-09,Miami,,0.667,1.000,0.500,0.552,,0.528,--
1903,2007-06-09,Oakland,,0.667,1.000,0.539,0.500,,0.520,--
1904,2007-06-09,SF Giants,,0.333,0.000,0.539,0.423,,0.481,--
1905,2007-06-09,Chi Cubs,,1.000,1.000,0.409,0.536,,0.480,1.000
1906,2007-06-09,Minnesota,,0.333,0.000,0.500,0.462,,0.479,1.000
1907,2007-06-09,Colorado,,0.667,0.000,0.467,0.476,,0.471,--
1908,2007-06-09,NY Yankees,,1.000,1.000,0.500,0.423,,0.457,--
1909,2007-06-09,Toronto,,0.000,0.000,0.542,0.360,,0.449,0.000
1910,2007-06-09,Baltimore,,0.667,1.000,0.571,0.333,,0.438,--
1911,2007-06-09,Tampa Bay,,0.667,0.000,0.500,0.333,,0.435,--
1912,2007-06-09,Chi Sox,,0.000,0.000,0.435,0.435,,0.435,--
1913,2007-06-09,Pittsburgh,,0.333,0.000,0.423,0.444,,0.434,--
1914,2007-06-09,St. Louis,,0.333,0.000,0.522,0.346,,0.429,0.000
1915,2007-06-09,Kansas City,,0.667,1.000,0.370,0.500,,0.429,--
1916,2007-06-09,Washington,,0.667,1.000,0.429,0.391,,0.412,--
1917,2007-06-09,Houston,,0.333,1.000,0.440,0.333,,0.385,--
1918,2007-06-09,Cincinnati,,0.667,1.000,0.360,0.370,,0.365,1.000
1919,2007-06-09,Texas,,0.333,1.000,0.417,0.269,,0.340,--
1920,2007-06-10,LA Angels,,0.667,1.000,0.742,0.682,,0.717,--
1921,2007-06-10,Cleveland,,0.667,1.000,0.773,0.533,,0.635,--
1922,2007-06-10,Boston,,1.000,1.000,0.591,0.654,,0.625,--
1923,2007-06-10,San Diego,,0.333,0.000,0.667,0.542,,0.608,0.000
1924,2007-06-10,NY Mets,,0.333,0.000,0.500,0.696,,0.585,--
1925,2007-06-10,Seattle,,0.667,1.000,0.600,0.539,,0.569,--
1926,2007-06-10,Arizona,,0.000,0.000,0.600,0.536,,0.566,--
1927,2007-06-10,Detroit,,0.667,1.000,0.560,0.565,,0.563,--
1928,2007-06-10,Philadelphia,,0.667,1.000,0.519,0.567,,0.544,0.000
1929,2007-06-10,LA Dodgers,,0.333,0.000,0.609,0.483,,0.539,--
1930,2007-06-10,Atlanta,,0.333,1.000,0.480,0.593,,0.539,1.000
1931,2007-06-10,Oakland,,0.667,1.000,0.539,0.520,,0.529,--
1932,2007-06-10,Milwaukee,,0.000,0.000,0.656,0.333,,0.528,--
1933,2007-06-10,Miami,,0.667,0.000,0.480,0.552,,0.519,--
1934,2007-06-10,Colorado,,0.667,1.000,0.467,0.500,,0.481,--
1935,2007-06-10,SF Giants,,0.333,0.000,0.519,0.423,,0.472,--
1936,2007-06-10,Chi Cubs,,0.667,0.000,0.409,0.517,,0.471,1.000
1937,2007-06-10,Minnesota,,0.333,0.000,0.478,0.462,,0.469,1.000
1938,2007-06-10,NY Yankees,,1.000,1.000,0.524,0.423,,0.468,--
1939,2007-06-10,Toronto,,0.333,1.000,0.542,0.385,,0.460,0.000
1940,2007-06-10,Tampa Bay,,0.667,1.000,0.500,0.368,,0.447,--
1941,2007-06-10,Baltimore,,0.667,0.000,0.546,0.333,,0.429,--
1942,2007-06-10,Pittsburgh,,0.333,0.000,0.423,0.429,,0.426,--
1943,2007-06-10,Chi Sox,,0.000,0.000,0.417,0.435,,0.426,--
1944,2007-06-10,Washington,,0.667,1.000,0.429,0.417,,0.423,--
1945,2007-06-10,Kansas City,,0.333,0.000,0.357,0.500,,0.420,--
1946,2007-06-10,St. Louis,,0.000,0.000,0.500,0.346,,0.420,0.000
1947,2007-06-10,Houston,,0.667,1.000,0.440,0.357,,0.396,--
1948,2007-06-10,Cincinnati,,0.667,0.000,0.346,0.370,,0.359,1.000
1949,2007-06-10,Texas,,0.667,1.000,0.440,0.269,,0.353,--
1950,2007-06-11,LA Angels,,0.667,0.000,0.742,0.652,,0.704,--
1951,2007-06-11,Cleveland,,0.333,0.000,0.773,0.516,,0.623,--
1952,2007-06-11,Boston,,0.667,0.000,0.591,0.630,,0.612,--
1953,2007-06-11,San Diego,,0.000,0.000,0.643,0.542,,0.596,0.000
